%time,field.header.seq,field.header.stamp,field.header.frame_id,field.values0,field.values1,field.values2
1629424741125793946,1242,125048000000,,0.894017517567,0.204945012927,0.74899750948
1629424741178060370,1243,125088000000,,0.884025216103,0.202922344208,0.741399407387
1629424741231026261,1244,125159000000,,0.857055783272,0.195934295654,0.738999009132
1629424741243576455,1245,125169000000,,0.853012681007,0.194963827729,0.748383820057
1629424741256003238,1246,125169000000,,0.853012681007,0.194963827729,0.748383820057
1629424741281357781,1247,125208000000,,0.839024603367,0.189927622676,0.739111244678
1629424741296581178,1248,125238000000,,0.829016149044,0.184963077307,0.74699473381
1629424741347376658,1249,125278000000,,0.81701618433,0.178958535194,0.74842196703
1629424741359868953,1250,125298000000,,0.811015307903,0.17595988512,0.749760270119
1629424741372352657,1251,125318000000,,0.805014371872,0.172962501645,0.751479208469
1629424741384821765,1252,125318000000,,0.805014371872,0.172962501645,0.751479208469
1629424741398943683,1253,125318000000,,0.805014371872,0.172962501645,0.751479208469
1629424741437476649,1254,125349000000,,0.795053899288,0.167940750718,0.743107318878
1629424741450014830,1255,125389000000,,0.784013450146,0.160963073373,0.753154456615
1629424741462975974,1256,125408000000,,0.779012918472,0.157963588834,0.755250036716
1629424741476002840,1257,125408000000,,0.779012918472,0.157963588834,0.755250036716
1629424741530791748,1258,125478000000,,0.763011097908,0.146958902478,0.756673336029
1629424741543869249,1259,125488000000,,0.760011076927,0.144962102175,0.758751273155
1629424741581660423,1260,125520000000,,0.753050208092,0.140914708376,0.74676668644
1629424741662691286,1261,125610000000,,0.737009644508,0.127962857485,0.766203284264
1629424741675818096,1262,125610000000,,0.737009644508,0.127962857485,0.766203284264
1629424741782523728,1263,125691000000,,0.725008249283,0.117962822318,0.778131365776
1629424741851775523,1264,125758000000,,0.719013750553,0.109919764102,0.780964970589
1629424741865262997,1265,125758000000,,0.719013750553,0.109919764102,0.780964970589
1629424741931960321,1266,125838000000,,0.71201556921,0.101915329695,0.795694828033
1629424741944944233,1267,125838000000,,0.71201556921,0.101915329695,0.795694828033
1629424741957964255,1268,125861000000,,0.711007118225,0.0989622175694,0.811156749725
1629424741970644634,1269,125880000000,,0.710016191006,0.0969291552901,0.805422544479
1629424741983779126,1270,125891000000,,0.710007548332,0.0959622561932,0.817066073418
1629424741996691241,1271,125891000000,,0.710007548332,0.0959622561932,0.817066073418
1629424742009309811,1272,125908000000,,0.710017263889,0.0949189662933,0.810070693493
1629424742048266997,1273,125940000000,,0.709009051323,0.0919577404857,0.82633048296
1629424742076070341,1274,125968000000,,0.709030628204,0.0898713693023,0.808637261391
1629424742091217122,1275,125968000000,,0.709030628204,0.0898713693023,0.808637261391
1629424742105883180,1276,125990000000,,0.708020627499,0.0869229286909,0.826295554638
1629424742121148622,1277,125990000000,,0.708020627499,0.0869229286909,0.826295554638
1629424742136379912,1278,125998000000,,0.708020329475,0.086914151907,0.826627731323
1629424742151245998,1279,125998000000,,0.708020329475,0.086914151907,0.826627731323
1629424742196509011,1280,126038000000,,0.707018971443,0.0839208886027,0.836057245731
1629424742211539016,1281,126038000000,,0.707018971443,0.0839208886027,0.836057245731
1629424742286664806,1282,126118000000,,0.707019805908,0.0769173577428,0.854227662086
1629424742301526841,1283,126118000000,,0.707019805908,0.0769173577428,0.854227662086
1629424742375300629,1284,126168000000,,0.707009255886,0.0739595815539,0.874033868313
